Month,Product,Price
2010-11-01T00:00:00Z,"Bananas, per lb.",0.581
2010-11-01T00:00:00Z,"Oranges, Navel, per lb.",1.2
2010-11-01T00:00:00Z,"Bread, white, pan, per lb.",1.375
2010-11-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.519
2010-11-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.277
2010-11-01T00:00:00Z,Electricity per KWH,0.125
2010-11-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.675
2010-11-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",2.852
2010-11-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",2.949
2010-11-01T00:00:00Z,Utility (piped) gas per therm,1.059
2010-11-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.327
2010-12-01T00:00:00Z,"Bananas, per lb.",0.587
2010-12-01T00:00:00Z,"Oranges, Navel, per lb.",1.021
2010-12-01T00:00:00Z,"Bread, white, pan, per lb.",1.386
2010-12-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.591
2010-12-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.28
2010-12-01T00:00:00Z,Electricity per KWH,0.125
2010-12-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.793
2010-12-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",2.985
2010-12-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",2.932
2010-12-01T00:00:00Z,Utility (piped) gas per therm,1.078
2010-12-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.318
2011-01-01T00:00:00Z,"Bananas, per lb.",0.596
2011-01-01T00:00:00Z,"Oranges, Navel, per lb.",1.052
2011-01-01T00:00:00Z,"Bread, white, pan, per lb.",1.401
2011-01-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.59
2011-01-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.241
2011-01-01T00:00:00Z,Electricity per KWH,0.125
2011-01-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.806
2011-01-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.091
2011-01-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",2.991
2011-01-01T00:00:00Z,Utility (piped) gas per therm,1.085
2011-01-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.301
2011-02-01T00:00:00Z,"Bananas, per lb.",0.625
2011-02-01T00:00:00Z,"Oranges, Navel, per lb.",0.989
2011-02-01T00:00:00Z,"Bread, white, pan, per lb.",1.398
2011-02-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.832
2011-02-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.266
2011-02-01T00:00:00Z,Electricity per KWH,0.125
2011-02-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.708
2011-02-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.167
2011-02-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.058
2011-02-01T00:00:00Z,Utility (piped) gas per therm,1.095
2011-02-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.357
2011-03-01T00:00:00Z,"Bananas, per lb.",0.621
2011-03-01T00:00:00Z,"Oranges, Navel, per lb.",0.957
2011-03-01T00:00:00Z,"Bread, white, pan, per lb.",1.415
2011-03-01T00:00:00Z,"Tomatoes, field grown, per lb.",2.086
2011-03-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.269
2011-03-01T00:00:00Z,Electricity per KWH,0.127
2011-03-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.732
2011-03-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.546
2011-03-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.151
2011-03-01T00:00:00Z,Utility (piped) gas per therm,1.077
2011-03-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.503
2011-04-01T00:00:00Z,"Bananas, per lb.",0.621
2011-04-01T00:00:00Z,"Oranges, Navel, per lb.",0.926
2011-04-01T00:00:00Z,"Bread, white, pan, per lb.",1.42
2011-04-01T00:00:00Z,"Tomatoes, field grown, per lb.",2.27
2011-04-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.261
2011-04-01T00:00:00Z,Electricity per KWH,0.127
2011-04-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.727
2011-04-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.816
2011-04-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.25
2011-04-01T00:00:00Z,Utility (piped) gas per therm,1.078
2011-04-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.597
2011-05-01T00:00:00Z,"Bananas, per lb.",0.617
2011-05-01T00:00:00Z,"Oranges, Navel, per lb.",0.916
2011-05-01T00:00:00Z,"Bread, white, pan, per lb.",1.472
2011-05-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.794
2011-05-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.302
2011-05-01T00:00:00Z,Electricity per KWH,0.129
2011-05-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.692
2011-05-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.933
2011-05-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.277
2011-05-01T00:00:00Z,Utility (piped) gas per therm,1.068
2011-05-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.653
2011-06-01T00:00:00Z,"Bananas, per lb.",0.614
2011-06-01T00:00:00Z,"Oranges, Navel, per lb.",1.014
2011-06-01T00:00:00Z,"Bread, white, pan, per lb.",1.49
2011-06-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.559
2011-06-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.305
2011-06-01T00:00:00Z,Electricity per KWH,0.134
2011-06-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.683
2011-06-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.702
2011-06-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.211
2011-06-01T00:00:00Z,Utility (piped) gas per therm,1.077
2011-06-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.622
2011-07-01T00:00:00Z,"Bananas, per lb.",0.611
2011-07-01T00:00:00Z,"Oranges, Navel, per lb.",1.078
2011-07-01T00:00:00Z,"Bread, white, pan, per lb.",1.513
2011-07-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.442
2011-07-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.306
2011-07-01T00:00:00Z,Electricity per KWH,0.135
2011-07-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.647
2011-07-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.654
2011-07-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.272
2011-07-01T00:00:00Z,Utility (piped) gas per therm,1.078
2011-07-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.654
2011-08-01T00:00:00Z,"Bananas, per lb.",0.606
2011-08-01T00:00:00Z,"Oranges, Navel, per lb.",1.268
2011-08-01T00:00:00Z,"Bread, white, pan, per lb.",1.474
2011-08-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.42
2011-08-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.296
2011-08-01T00:00:00Z,Electricity per KWH,0.135
2011-08-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.711
2011-08-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.63
2011-08-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.231
2011-08-01T00:00:00Z,Utility (piped) gas per therm,1.079
2011-08-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.713
2011-09-01T00:00:00Z,"Bananas, per lb.",0.607
2011-09-01T00:00:00Z,"Oranges, Navel, per lb.",1.438
2011-09-01T00:00:00Z,"Bread, white, pan, per lb.",1.477
2011-09-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.503
2011-09-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.294
2011-09-01T00:00:00Z,Electricity per KWH,0.135
2011-09-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.947
2011-09-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.612
2011-09-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.105
2011-09-01T00:00:00Z,Utility (piped) gas per therm,1.063
2011-09-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.715
2011-10-01T00:00:00Z,"Bananas, per lb.",0.607
2011-10-01T00:00:00Z,"Oranges, Navel, per lb.",1.386
2011-10-01T00:00:00Z,"Bread, white, pan, per lb.",1.457
2011-10-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.465
2011-10-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.312
2011-10-01T00:00:00Z,Electricity per KWH,0.13
2011-10-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.871
2011-10-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.468
2011-10-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.218
2011-10-01T00:00:00Z,Utility (piped) gas per therm,1.047
2011-10-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.622
2011-11-01T00:00:00Z,"Bananas, per lb.",0.598
2011-11-01T00:00:00Z,"Oranges, Navel, per lb.",1.142
2011-11-01T00:00:00Z,"Bread, white, pan, per lb.",1.399
2011-11-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.516
2011-11-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.304
2011-11-01T00:00:00Z,Electricity per KWH,0.128
2011-11-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.836
2011-11-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.423
2011-11-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.197
2011-11-01T00:00:00Z,Utility (piped) gas per therm,1.044
2011-11-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.557
2011-12-01T00:00:00Z,"Bananas, per lb.",0.599
2011-12-01T00:00:00Z,"Oranges, Navel, per lb.",0.983
2011-12-01T00:00:00Z,"Bread, white, pan, per lb.",1.42
2011-12-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.531
2011-12-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.34
2011-12-01T00:00:00Z,Electricity per KWH,0.127
2011-12-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.874
2011-12-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.278
2011-12-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.265
2011-12-01T00:00:00Z,Utility (piped) gas per therm,1.034
2011-12-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.565
2012-01-01T00:00:00Z,"Bananas, per lb.",0.604
2012-01-01T00:00:00Z,"Oranges, Navel, per lb.",0.929
2012-01-01T00:00:00Z,"Bread, white, pan, per lb.",1.423
2012-01-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.542
2012-01-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.334
2012-01-01T00:00:00Z,Electricity per KWH,0.128
2012-01-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.939
2012-01-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.399
2012-01-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.292
2012-01-01T00:00:00Z,Utility (piped) gas per therm,1.021
2012-01-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.583
2012-02-01T00:00:00Z,"Bananas, per lb.",0.603
2012-02-01T00:00:00Z,"Oranges, Navel, per lb.",0.852
2012-02-01T00:00:00Z,"Bread, white, pan, per lb.",1.442
2012-02-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.433
2012-02-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.356
2012-02-01T00:00:00Z,Electricity per KWH,0.128
2012-02-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.798
2012-02-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.572
2012-02-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.294
2012-02-01T00:00:00Z,Utility (piped) gas per therm,0.986
2012-02-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.52
2012-03-01T00:00:00Z,"Bananas, per lb.",0.607
2012-03-01T00:00:00Z,"Oranges, Navel, per lb.",0.85
2012-03-01T00:00:00Z,"Bread, white, pan, per lb.",1.395
2012-03-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.452
2012-03-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.372
2012-03-01T00:00:00Z,Electricity per KWH,0.127
2012-03-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.774
2012-03-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.868
2012-03-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.366
2012-03-01T00:00:00Z,Utility (piped) gas per therm,0.978
2012-03-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.499
2012-04-01T00:00:00Z,"Bananas, per lb.",0.603
2012-04-01T00:00:00Z,"Oranges, Navel, per lb.",0.91
2012-04-01T00:00:00Z,"Bread, white, pan, per lb.",1.426
2012-04-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.388
2012-04-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.401
2012-04-01T00:00:00Z,Electricity per KWH,0.127
2012-04-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.829
2012-04-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.927
2012-04-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.327
2012-04-01T00:00:00Z,Utility (piped) gas per therm,0.951
2012-04-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.474
2012-05-01T00:00:00Z,"Bananas, per lb.",0.599
2012-05-01T00:00:00Z,"Oranges, Navel, per lb.",0.968
2012-05-01T00:00:00Z,"Bread, white, pan, per lb.",1.412
2012-05-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.336
2012-05-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.347
2012-05-01T00:00:00Z,Electricity per KWH,0.129
2012-05-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.691
2012-05-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.792
2012-05-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.379
2012-05-01T00:00:00Z,Utility (piped) gas per therm,0.907
2012-05-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.427
2012-06-01T00:00:00Z,"Bananas, per lb.",0.605
2012-06-01T00:00:00Z,"Oranges, Navel, per lb.",1.032
2012-06-01T00:00:00Z,"Bread, white, pan, per lb.",1.403
2012-06-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.492
2012-06-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.39
2012-06-01T00:00:00Z,Electricity per KWH,0.135
2012-06-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.67
2012-06-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.552
2012-06-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.448
2012-06-01T00:00:00Z,Utility (piped) gas per therm,0.927
2012-06-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.396
2012-07-01T00:00:00Z,"Bananas, per lb.",0.604
2012-07-01T00:00:00Z,"Oranges, Navel, per lb.",1.127
2012-07-01T00:00:00Z,"Bread, white, pan, per lb.",1.427
2012-07-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.506
2012-07-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.454
2012-07-01T00:00:00Z,Electricity per KWH,0.133
2012-07-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.648
2012-07-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.451
2012-07-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.449
2012-07-01T00:00:00Z,Utility (piped) gas per therm,0.943
2012-07-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.428
2012-08-01T00:00:00Z,"Bananas, per lb.",0.595
2012-08-01T00:00:00Z,"Oranges, Navel, per lb.",1.283
2012-08-01T00:00:00Z,"Bread, white, pan, per lb.",1.407
2012-08-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.44
2012-08-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.433
2012-08-01T00:00:00Z,Electricity per KWH,0.133
2012-08-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.884
2012-08-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.707
2012-08-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.447
2012-08-01T00:00:00Z,Utility (piped) gas per therm,0.96
2012-08-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.474
2012-09-01T00:00:00Z,"Bananas, per lb.",0.597
2012-09-01T00:00:00Z,"Oranges, Navel, per lb.",1.296
2012-09-01T00:00:00Z,"Bread, white, pan, per lb.",1.401
2012-09-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.384
2012-09-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.455
2012-09-01T00:00:00Z,Electricity per KWH,0.133
2012-09-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.889
2012-09-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.856
2012-09-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.482
2012-09-01T00:00:00Z,Utility (piped) gas per therm,0.953
2012-09-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.469
2012-10-01T00:00:00Z,"Bananas, per lb.",0.602
2012-10-01T00:00:00Z,"Oranges, Navel, per lb.",1.254
2012-10-01T00:00:00Z,"Bread, white, pan, per lb.",1.422
2012-10-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.443
2012-10-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.53
2012-10-01T00:00:00Z,Electricity per KWH,0.128
2012-10-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.96
2012-10-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.786
2012-10-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.514
2012-10-01T00:00:00Z,Utility (piped) gas per therm,0.962
2012-10-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.524
2012-11-01T00:00:00Z,"Bananas, per lb.",0.6
2012-11-01T00:00:00Z,"Oranges, Navel, per lb.",1.102
2012-11-01T00:00:00Z,"Bread, white, pan, per lb.",1.418
2012-11-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.469
2012-11-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.512
2012-11-01T00:00:00Z,Electricity per KWH,0.127
2012-11-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.963
2012-11-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.488
2012-11-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.46
2012-11-01T00:00:00Z,Utility (piped) gas per therm,0.994
2012-11-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.536
2012-12-01T00:00:00Z,"Bananas, per lb.",0.606
2012-12-01T00:00:00Z,"Oranges, Navel, per lb.",1.035
2012-12-01T00:00:00Z,"Bread, white, pan, per lb.",1.436
2012-12-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.594
2012-12-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.482
2012-12-01T00:00:00Z,Electricity per KWH,0.127
2012-12-01T00:00:00Z,"Eggs, grade A, large, per doz.",2.007
2012-12-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.331
2012-12-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.464
2012-12-01T00:00:00Z,Utility (piped) gas per therm,1.004
2012-12-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.58
2013-01-01T00:00:00Z,"Bananas, per lb.",0.609
2013-01-01T00:00:00Z,"Oranges, Navel, per lb.",0.991
2013-01-01T00:00:00Z,"Bread, white, pan, per lb.",1.422
2013-01-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.545
2013-01-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.497
2013-01-01T00:00:00Z,Electricity per KWH,0.129
2013-01-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.933
2013-01-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.351
2013-01-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.406
2013-01-01T00:00:00Z,Utility (piped) gas per therm,0.996
2013-01-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.526
2013-02-01T00:00:00Z,"Bananas, per lb.",0.611
2013-02-01T00:00:00Z,"Oranges, Navel, per lb.",0.998
2013-02-01T00:00:00Z,"Bread, white, pan, per lb.",1.411
2013-02-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.497
2013-02-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.456
2013-02-01T00:00:00Z,Electricity per KWH,0.129
2013-02-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.965
2013-02-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.693
2013-02-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.408
2013-02-01T00:00:00Z,Utility (piped) gas per therm,0.997
2013-02-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.48
2013-03-01T00:00:00Z,"Bananas, per lb.",0.609
2013-03-01T00:00:00Z,"Oranges, Navel, per lb.",0.988
2013-03-01T00:00:00Z,"Bread, white, pan, per lb.",1.412
2013-03-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.493
2013-03-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.471
2013-03-01T00:00:00Z,Electricity per KWH,0.128
2013-03-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.925
2013-03-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.735
2013-03-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.417
2013-03-01T00:00:00Z,Utility (piped) gas per therm,0.994
2013-03-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.431
2013-04-01T00:00:00Z,"Bananas, per lb.",0.597
2013-04-01T00:00:00Z,"Oranges, Navel, per lb.",0.981
2013-04-01T00:00:00Z,"Bread, white, pan, per lb.",1.409
2013-04-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.46
2013-04-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.473
2013-04-01T00:00:00Z,Electricity per KWH,0.128
2013-04-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.918
2013-04-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.59
2013-04-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.479
2013-04-01T00:00:00Z,Utility (piped) gas per therm,1.02
2013-04-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.428
2013-05-01T00:00:00Z,"Bananas, per lb.",0.603
2013-05-01T00:00:00Z,"Oranges, Navel, per lb.",1.048
2013-05-01T00:00:00Z,"Bread, white, pan, per lb.",1.401
2013-05-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.454
2013-05-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.466
2013-05-01T00:00:00Z,Electricity per KWH,0.131
2013-05-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.87
2013-05-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.623
2013-05-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.461
2013-05-01T00:00:00Z,Utility (piped) gas per therm,1.036
2013-05-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.441
2013-06-01T00:00:00Z,"Bananas, per lb.",0.603
2013-06-01T00:00:00Z,"Oranges, Navel, per lb.",1.147
2013-06-01T00:00:00Z,"Bread, white, pan, per lb.",1.439
2013-06-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.47
2013-06-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.509
2013-06-01T00:00:00Z,Electricity per KWH,0.137
2013-06-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.859
2013-06-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.633
2013-06-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.403
2013-06-01T00:00:00Z,Utility (piped) gas per therm,1.038
2013-06-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.458
2013-07-01T00:00:00Z,"Bananas, per lb.",0.602
2013-07-01T00:00:00Z,"Oranges, Navel, per lb.",1.287
2013-07-01T00:00:00Z,"Bread, white, pan, per lb.",1.434
2013-07-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.43
2013-07-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.484
2013-07-01T00:00:00Z,Electricity per KWH,0.137
2013-07-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.833
2013-07-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.628
2013-07-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.423
2013-07-01T00:00:00Z,Utility (piped) gas per therm,1.025
2013-07-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.449
2013-08-01T00:00:00Z,"Bananas, per lb.",0.595
2013-08-01T00:00:00Z,"Oranges, Navel, per lb.",1.377
2013-08-01T00:00:00Z,"Bread, white, pan, per lb.",1.408
2013-08-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.509
2013-08-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.489
2013-08-01T00:00:00Z,Electricity per KWH,0.137
2013-08-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.838
2013-08-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.6
2013-08-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.511
2013-08-01T00:00:00Z,Utility (piped) gas per therm,1.003
2013-08-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.448
2013-09-01T00:00:00Z,"Bananas, per lb.",0.601
2013-09-01T00:00:00Z,"Oranges, Navel, per lb.",1.334
2013-09-01T00:00:00Z,"Bread, white, pan, per lb.",1.419
2013-09-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.566
2013-09-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.528
2013-09-01T00:00:00Z,Electricity per KWH,0.137
2013-09-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.897
2013-09-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.556
2013-09-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.445
2013-09-01T00:00:00Z,Utility (piped) gas per therm,1
2013-09-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.428
2013-10-01T00:00:00Z,"Bananas, per lb.",0.586
2013-10-01T00:00:00Z,"Oranges, Navel, per lb.",1.328
2013-10-01T00:00:00Z,"Bread, white, pan, per lb.",1.358
2013-10-01T00:00:00Z,"Tomatoes, field grown, per lb.",NA
2013-10-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.543
2013-10-01T00:00:00Z,Electricity per KWH,0.132
2013-10-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.925
2013-10-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.375
2013-10-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.492
2013-10-01T00:00:00Z,Utility (piped) gas per therm,0.999
2013-10-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.462
2013-11-01T00:00:00Z,"Bananas, per lb.",0.587
2013-11-01T00:00:00Z,"Oranges, Navel, per lb.",1.201
2013-11-01T00:00:00Z,"Bread, white, pan, per lb.",1.382
2013-11-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.7
2013-11-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.518
2013-11-01T00:00:00Z,Electricity per KWH,0.13
